"id","sku","name","description","breadcrumb","images","attribute_0_value","attribute_0_name","regular_price"
"erft","#NM000858","ĐỆM BÔNG ÉP ARTEMIS","
					<table border=""0"" cellpadding=""0"" cellspacing=""0"" id=""griddatagroup"">	<tbody>		<tr>		</tr>		<tr>			<td align=""right"" rowspan=""2"">15</td>			<td align=""right"">160*200</td>			<td align=""right"">7,750,000</td>			<td><input data-price=""7750000"" data-productid=""2332"" data-productitemname="""" data-productitemno=""15 - 160*200"" data-url=""/shoppingcart.aspx"" id=""qtty_1"" type=""text"" value=""0""></td>			<td align=""center""><input id=""1"" type=""button"" value=""""></td>		</tr>		<tr>			<td align=""right"">180*200</td>			<td align=""right"">8,660,000</td>			<td><input data-price=""8660000"" data-productid=""2332"" data-productitemname="""" data-productitemno=""15 - 180*200"" data-url=""/shoppingcart.aspx"" id=""qtty_2"" type=""text"" value=""0""></td>			<td align=""center""><input id=""2"" type=""button"" value=""""></td>		</tr>		<tr>			<td align=""right"" rowspan=""2"">18</td>			<td align=""right"">160*200</td>			<td align=""right"">9,400,000</td>			<td><input data-price=""9400000"" data-productid=""2332"" data-productitemname="""" data-productitemno=""18 - 160*200"" data-url=""/shoppingcart.aspx"" id=""qtty_3"" type=""text"" value=""0""></td>			<td align=""center""><input id=""3"" type=""button"" value=""""></td>		</tr>		<tr>			<td align=""right"">180*200</td>			<td align=""right"">10,400,000</td>		</tr>	</tbody></table>
				","Chăn gối nệm>  Sản Phẩm Everon>  Đệm Everon","/uploads/shops/everon/latex-wellness_1.jpg,/uploads/shops/everon/artemis-pe-mattress-1_1.jpg,/uploads/shops/everon/latex-wellness_1.jpg,/uploads/shops/everon/artemis-pe-mattress-1_1.jpg","kích thước 1","Kích thước","6.800.000 đ"
"p2kwm","#S000935","Đệm Bông Ép Everon 15cm JAG","
					Đệm bông ép Everon có ruột được làm từ bông Polyester cao cấp nhập khẩu 100% Hàn Quốc<br>Vỏ được làm bằng vải gấm dệt hoa văn nổi rất&nbsp; đẹp.<br>Khóa được làm từ nhựa cao cấp,tay kéo với chất liệu inox cực kì cứng chắc.<br>Đệm có độ phẳng và đàn hồi cao,giúp tuần hoàn máu tốt,không gây mệt mỏi sau khi ngủ dậy.<br>Ruột bông được làm từ các sợi bông dài và nhỏ qua quá trình ép nhiệt nên đệm có những khe hở vô cùng nhỏ giữa các sợi bông,tạo sự thông khí tốt,thoát ẩm nhanh.<br>Đệm chia làm 3 mảnh,dễ dàng sử dụng và vệ sinh.<br>-------------------------<br>Everon - Thương hiệu chăn ga gối đệm Hàn Quốc.<br>Showroom: 243 _ Minh Cầu_ Thái Nguyên.<br>Hotline: 0208 2222 841 - Zalo: 0974 179 386<br>&nbsp;
				","Chăn gối nệm>  Sản Phẩm Everon>  Đệm Everon","/uploads/shops/everon/dem25.png,/uploads/shops/everon/everon-pe-mattress-1.jpg,/uploads/shops/everon/dem-bong-ep.jpg,/uploads/shops/everon/dem24.png,/uploads/shops/everon/dem25.png,/uploads/shops/everon/everon-pe-mattress-1.jpg","160*200","Kích thước","5.023.500 đ"
"p2kwm","#S000935","Đệm Bông Ép Everon 15cm JAG","
					Đệm bông ép Everon có ruột được làm từ bông Polyester cao cấp nhập khẩu 100% Hàn Quốc<br>Vỏ được làm bằng vải gấm dệt hoa văn nổi rất&nbsp; đẹp.<br>Khóa được làm từ nhựa cao cấp,tay kéo với chất liệu inox cực kì cứng chắc.<br>Đệm có độ phẳng và đàn hồi cao,giúp tuần hoàn máu tốt,không gây mệt mỏi sau khi ngủ dậy.<br>Ruột bông được làm từ các sợi bông dài và nhỏ qua quá trình ép nhiệt nên đệm có những khe hở vô cùng nhỏ giữa các sợi bông,tạo sự thông khí tốt,thoát ẩm nhanh.<br>Đệm chia làm 3 mảnh,dễ dàng sử dụng và vệ sinh.<br>-------------------------<br>Everon - Thương hiệu chăn ga gối đệm Hàn Quốc.<br>Showroom: 243 _ Minh Cầu_ Thái Nguyên.<br>Hotline: 0208 2222 841 - Zalo: 0974 179 386<br>&nbsp;
				","Chăn gối nệm>  Sản Phẩm Everon>  Đệm Everon","/uploads/shops/everon/dem25.png,/uploads/shops/everon/everon-pe-mattress-1.jpg,/uploads/shops/everon/dem-bong-ep.jpg,/uploads/shops/everon/dem24.png,/uploads/shops/everon/dem25.png,/uploads/shops/everon/everon-pe-mattress-1.jpg","180*200","Kích thước","5.610.000 đ"
"p2kwm","#S000935","Đệm Bông Ép Everon 15cm JAG","
					Đệm bông ép Everon có ruột được làm từ bông Polyester cao cấp nhập khẩu 100% Hàn Quốc<br>Vỏ được làm bằng vải gấm dệt hoa văn nổi rất&nbsp; đẹp.<br>Khóa được làm từ nhựa cao cấp,tay kéo với chất liệu inox cực kì cứng chắc.<br>Đệm có độ phẳng và đàn hồi cao,giúp tuần hoàn máu tốt,không gây mệt mỏi sau khi ngủ dậy.<br>Ruột bông được làm từ các sợi bông dài và nhỏ qua quá trình ép nhiệt nên đệm có những khe hở vô cùng nhỏ giữa các sợi bông,tạo sự thông khí tốt,thoát ẩm nhanh.<br>Đệm chia làm 3 mảnh,dễ dàng sử dụng và vệ sinh.<br>-------------------------<br>Everon - Thương hiệu chăn ga gối đệm Hàn Quốc.<br>Showroom: 243 _ Minh Cầu_ Thái Nguyên.<br>Hotline: 0208 2222 841 - Zalo: 0974 179 386<br>&nbsp;
				","Chăn gối nệm>  Sản Phẩm Everon>  Đệm Everon","/uploads/shops/everon/dem25.png,/uploads/shops/everon/everon-pe-mattress-1.jpg,/uploads/shops/everon/dem-bong-ep.jpg,/uploads/shops/everon/dem24.png,/uploads/shops/everon/dem25.png,/uploads/shops/everon/everon-pe-mattress-1.jpg","200*220","Kích thước","6.910.500 đ"
"cmdi","#S001040","Đệm chống trượt Everon cao 18cm","
					ĐỆM CHỐNG TRƯỢT EVERON<p>Đệm chống trượt Everon là bản nâng cấp mới nhất cho đệm bông ép.<br>Đặc điểm:<br>- Mặt trên 100% cotton cao cấp<br>- Mặt dưới là lớp chống trượt<br>- Có lớp bông chần mềm mại</p>
				","Chăn gối nệm>  Sản Phẩm Everon>  Đệm Everon","/uploads/shops/everon/1_1610591591.jpg,/uploads/shops/everon/2_1610591578.jpg,/uploads/shops/everon/3_1610591594.jpg,/uploads/shops/everon/1_1610591591.jpg,/uploads/shops/everon/2_1610591578.jpg","120x190cm","Kích thước","4.207.500 đ"
"cmdi","#S001040","Đệm chống trượt Everon cao 18cm","
					ĐỆM CHỐNG TRƯỢT EVERON<p>Đệm chống trượt Everon là bản nâng cấp mới nhất cho đệm bông ép.<br>Đặc điểm:<br>- Mặt trên 100% cotton cao cấp<br>- Mặt dưới là lớp chống trượt<br>- Có lớp bông chần mềm mại</p>
				","Chăn gối nệm>  Sản Phẩm Everon>  Đệm Everon","/uploads/shops/everon/1_1610591591.jpg,/uploads/shops/everon/2_1610591578.jpg,/uploads/shops/everon/3_1610591594.jpg,/uploads/shops/everon/1_1610591591.jpg,/uploads/shops/everon/2_1610591578.jpg","160x200cm","Kích thước","5.729.000 đ"
"cmdi","#S001040","Đệm chống trượt Everon cao 18cm","
					ĐỆM CHỐNG TRƯỢT EVERON<p>Đệm chống trượt Everon là bản nâng cấp mới nhất cho đệm bông ép.<br>Đặc điểm:<br>- Mặt trên 100% cotton cao cấp<br>- Mặt dưới là lớp chống trượt<br>- Có lớp bông chần mềm mại</p>
				","Chăn gối nệm>  Sản Phẩm Everon>  Đệm Everon","/uploads/shops/everon/1_1610591591.jpg,/uploads/shops/everon/2_1610591578.jpg,/uploads/shops/everon/3_1610591594.jpg,/uploads/shops/everon/1_1610591591.jpg,/uploads/shops/everon/2_1610591578.jpg","150x190cm","Kích thước","5.168.000 đ"
"cmdi","#S001040","Đệm chống trượt Everon cao 18cm","
					ĐỆM CHỐNG TRƯỢT EVERON<p>Đệm chống trượt Everon là bản nâng cấp mới nhất cho đệm bông ép.<br>Đặc điểm:<br>- Mặt trên 100% cotton cao cấp<br>- Mặt dưới là lớp chống trượt<br>- Có lớp bông chần mềm mại</p>
				","Chăn gối nệm>  Sản Phẩm Everon>  Đệm Everon","/uploads/shops/everon/1_1610591591.jpg,/uploads/shops/everon/2_1610591578.jpg,/uploads/shops/everon/3_1610591594.jpg,/uploads/shops/everon/1_1610591591.jpg,/uploads/shops/everon/2_1610591578.jpg","200x220cm","Kích thước","7.879.500 đ"
"jfp8x","#S001043","Đệm lò xo túi Pocket pops cao 25cm","
					<b>Tác dụng cơ bản của lò xo túi</b><br>- Túi lò xo độc lập sẽ giúp bạn không bị ảnh hưởng từ chuyển động của người nằm bên cạnh.<br>- Túi độc lập phân bộ lò xo dày đặc giúp giảm thiếu tình trạng võng lưng gây mỏi lưng khi nằm.<br><br><b>Chú ý khi dùng đệm lò xo</b><br>- Đặt đệm trên mặt phẳng đều để tránh bị hư hỏng.<br>- Thường xuyên xoay chiều đệm để tăng tuổi thọ cho đệm<br>- Nếu nhà có trẻ con nên bọc thêm ga chống thấm để tránh trẻ tè dầm lên đệm gây han gỉ lò xo.<br>- Không nhảy lên đệm tránh hư hại hệ thống lò xo.
				","Chăn gối nệm>  Sản Phẩm Everon>  Đệm Everon","/uploads/shops/,/uploads/shops/everon/img_products_587.jpg,/uploads/shops/,/uploads/shops/everon/img_products_587.jpg","200x220cm","Kích thước","7.327.000 đ"
"jfp8x","#S001043","Đệm lò xo túi Pocket pops cao 25cm","
					<b>Tác dụng cơ bản của lò xo túi</b><br>- Túi lò xo độc lập sẽ giúp bạn không bị ảnh hưởng từ chuyển động của người nằm bên cạnh.<br>- Túi độc lập phân bộ lò xo dày đặc giúp giảm thiếu tình trạng võng lưng gây mỏi lưng khi nằm.<br><br><b>Chú ý khi dùng đệm lò xo</b><br>- Đặt đệm trên mặt phẳng đều để tránh bị hư hỏng.<br>- Thường xuyên xoay chiều đệm để tăng tuổi thọ cho đệm<br>- Nếu nhà có trẻ con nên bọc thêm ga chống thấm để tránh trẻ tè dầm lên đệm gây han gỉ lò xo.<br>- Không nhảy lên đệm tránh hư hại hệ thống lò xo.
				","Chăn gối nệm>  Sản Phẩm Everon>  Đệm Everon","/uploads/shops/,/uploads/shops/everon/img_products_587.jpg,/uploads/shops/,/uploads/shops/everon/img_products_587.jpg","180x200cm","Kích thước","6.077.500 đ"
"jfp8x","#S001043","Đệm lò xo túi Pocket pops cao 25cm","
					<b>Tác dụng cơ bản của lò xo túi</b><br>- Túi lò xo độc lập sẽ giúp bạn không bị ảnh hưởng từ chuyển động của người nằm bên cạnh.<br>- Túi độc lập phân bộ lò xo dày đặc giúp giảm thiếu tình trạng võng lưng gây mỏi lưng khi nằm.<br><br><b>Chú ý khi dùng đệm lò xo</b><br>- Đặt đệm trên mặt phẳng đều để tránh bị hư hỏng.<br>- Thường xuyên xoay chiều đệm để tăng tuổi thọ cho đệm<br>- Nếu nhà có trẻ con nên bọc thêm ga chống thấm để tránh trẻ tè dầm lên đệm gây han gỉ lò xo.<br>- Không nhảy lên đệm tránh hư hại hệ thống lò xo.
				","Chăn gối nệm>  Sản Phẩm Everon>  Đệm Everon","/uploads/shops/,/uploads/shops/everon/img_products_587.jpg,/uploads/shops/,/uploads/shops/everon/img_products_587.jpg","160x200cm","Kích thước","5.355.000 đ"
"jfp8x","#S001043","Đệm lò xo túi Pocket pops cao 25cm","
					<b>Tác dụng cơ bản của lò xo túi</b><br>- Túi lò xo độc lập sẽ giúp bạn không bị ảnh hưởng từ chuyển động của người nằm bên cạnh.<br>- Túi độc lập phân bộ lò xo dày đặc giúp giảm thiếu tình trạng võng lưng gây mỏi lưng khi nằm.<br><br><b>Chú ý khi dùng đệm lò xo</b><br>- Đặt đệm trên mặt phẳng đều để tránh bị hư hỏng.<br>- Thường xuyên xoay chiều đệm để tăng tuổi thọ cho đệm<br>- Nếu nhà có trẻ con nên bọc thêm ga chống thấm để tránh trẻ tè dầm lên đệm gây han gỉ lò xo.<br>- Không nhảy lên đệm tránh hư hại hệ thống lò xo.
				","Chăn gối nệm>  Sản Phẩm Everon>  Đệm Everon","/uploads/shops/,/uploads/shops/everon/img_products_587.jpg,/uploads/shops/,/uploads/shops/everon/img_products_587.jpg","150x190cm","Kích thước","4.870.500 đ"
"jfp8x","#S001043","Đệm lò xo túi Pocket pops cao 25cm","
					<b>Tác dụng cơ bản của lò xo túi</b><br>- Túi lò xo độc lập sẽ giúp bạn không bị ảnh hưởng từ chuyển động của người nằm bên cạnh.<br>- Túi độc lập phân bộ lò xo dày đặc giúp giảm thiếu tình trạng võng lưng gây mỏi lưng khi nằm.<br><br><b>Chú ý khi dùng đệm lò xo</b><br>- Đặt đệm trên mặt phẳng đều để tránh bị hư hỏng.<br>- Thường xuyên xoay chiều đệm để tăng tuổi thọ cho đệm<br>- Nếu nhà có trẻ con nên bọc thêm ga chống thấm để tránh trẻ tè dầm lên đệm gây han gỉ lò xo.<br>- Không nhảy lên đệm tránh hư hại hệ thống lò xo.
				","Chăn gối nệm>  Sản Phẩm Everon>  Đệm Everon","/uploads/shops/,/uploads/shops/everon/img_products_587.jpg,/uploads/shops/,/uploads/shops/everon/img_products_587.jpg","120x190cm","Kích thước","4.071.500 đ"
"czxo7","#S000910","Đệm bông ép everon","
					Đệm bông ép Everon có ruột được làm từ bông Polyester cao cấp nhập khẩu 100% Hàn Quốc.<br>Vỏ được làm bằng vải Jaquard (vải gấm) có dệt hoa văn nối rất đẹp.<br>Khóa được làm từ nhựa cao cấp, tay kéo với chất liệu inox cực kì cứng chắc.<br>Đệm có độ phẳng và đàn hồi cao, giúp tuần hoàn máu tốt,không gây mệt mỏi sau khi ngủ dậy.<br>Ruột bông được làm từ các sợi bông dài và nhỏ qua quá trình ép nhiệt nên đệm có những khe hở vô cùng nhỏ giữa các sợi bông,tạo sự thông khí tốt , thoát ẩm nhanh.<br>Đệm được chia làm 3 mảnh, dễ dàng sử dụng và vệ sinh.<br>-----------------------------<br>Everon - Thương hiệu chăn ga gối nệm Hàn Quốc<br>Showroom : 243 _ Minh Cầu_ Thái Nguyên.<br>Hotline :0208 2222 841 - Zalo : 0974 179 386
				","Chăn gối nệm>  Sản Phẩm Everon>  Đệm Everon","/uploads/shops/,/uploads/shops/everon/dem-everon-vo-gam-1-600x500.jpg,/uploads/shops/,/uploads/shops/everon/dem-everon-vo-gam-1-600x500.jpg","120 x 190 x 9f","Kích thước","2.422.500 đ"
"czxo7","#S000910","Đệm bông ép everon","
					Đệm bông ép Everon có ruột được làm từ bông Polyester cao cấp nhập khẩu 100% Hàn Quốc.<br>Vỏ được làm bằng vải Jaquard (vải gấm) có dệt hoa văn nối rất đẹp.<br>Khóa được làm từ nhựa cao cấp, tay kéo với chất liệu inox cực kì cứng chắc.<br>Đệm có độ phẳng và đàn hồi cao, giúp tuần hoàn máu tốt,không gây mệt mỏi sau khi ngủ dậy.<br>Ruột bông được làm từ các sợi bông dài và nhỏ qua quá trình ép nhiệt nên đệm có những khe hở vô cùng nhỏ giữa các sợi bông,tạo sự thông khí tốt , thoát ẩm nhanh.<br>Đệm được chia làm 3 mảnh, dễ dàng sử dụng và vệ sinh.<br>-----------------------------<br>Everon - Thương hiệu chăn ga gối nệm Hàn Quốc<br>Showroom : 243 _ Minh Cầu_ Thái Nguyên.<br>Hotline :0208 2222 841 - Zalo : 0974 179 386
				","Chăn gối nệm>  Sản Phẩm Everon>  Đệm Everon","/uploads/shops/,/uploads/shops/everon/dem-everon-vo-gam-1-600x500.jpg,/uploads/shops/,/uploads/shops/everon/dem-everon-vo-gam-1-600x500.jpg","150 x 190 x 9f","Kích thước","2.958.000 đ"
"czxo7","#S000910","Đệm bông ép everon","
					Đệm bông ép Everon có ruột được làm từ bông Polyester cao cấp nhập khẩu 100% Hàn Quốc.<br>Vỏ được làm bằng vải Jaquard (vải gấm) có dệt hoa văn nối rất đẹp.<br>Khóa được làm từ nhựa cao cấp, tay kéo với chất liệu inox cực kì cứng chắc.<br>Đệm có độ phẳng và đàn hồi cao, giúp tuần hoàn máu tốt,không gây mệt mỏi sau khi ngủ dậy.<br>Ruột bông được làm từ các sợi bông dài và nhỏ qua quá trình ép nhiệt nên đệm có những khe hở vô cùng nhỏ giữa các sợi bông,tạo sự thông khí tốt , thoát ẩm nhanh.<br>Đệm được chia làm 3 mảnh, dễ dàng sử dụng và vệ sinh.<br>-----------------------------<br>Everon - Thương hiệu chăn ga gối nệm Hàn Quốc<br>Showroom : 243 _ Minh Cầu_ Thái Nguyên.<br>Hotline :0208 2222 841 - Zalo : 0974 179 386
				","Chăn gối nệm>  Sản Phẩm Everon>  Đệm Everon","/uploads/shops/,/uploads/shops/everon/dem-everon-vo-gam-1-600x500.jpg,/uploads/shops/,/uploads/shops/everon/dem-everon-vo-gam-1-600x500.jpg","160 x 200 x 9f","Kích thước","3.281.000 đ"
"czxo7","#S000910","Đệm bông ép everon","
					Đệm bông ép Everon có ruột được làm từ bông Polyester cao cấp nhập khẩu 100% Hàn Quốc.<br>Vỏ được làm bằng vải Jaquard (vải gấm) có dệt hoa văn nối rất đẹp.<br>Khóa được làm từ nhựa cao cấp, tay kéo với chất liệu inox cực kì cứng chắc.<br>Đệm có độ phẳng và đàn hồi cao, giúp tuần hoàn máu tốt,không gây mệt mỏi sau khi ngủ dậy.<br>Ruột bông được làm từ các sợi bông dài và nhỏ qua quá trình ép nhiệt nên đệm có những khe hở vô cùng nhỏ giữa các sợi bông,tạo sự thông khí tốt , thoát ẩm nhanh.<br>Đệm được chia làm 3 mảnh, dễ dàng sử dụng và vệ sinh.<br>-----------------------------<br>Everon - Thương hiệu chăn ga gối nệm Hàn Quốc<br>Showroom : 243 _ Minh Cầu_ Thái Nguyên.<br>Hotline :0208 2222 841 - Zalo : 0974 179 386
				","Chăn gối nệm>  Sản Phẩm Everon>  Đệm Everon","/uploads/shops/,/uploads/shops/everon/dem-everon-vo-gam-1-600x500.jpg,/uploads/shops/,/uploads/shops/everon/dem-everon-vo-gam-1-600x500.jpg","180 x 200 x 9f","Kích thước","3.629.500 đ"
"czxo7","#S000910","Đệm bông ép everon","
					Đệm bông ép Everon có ruột được làm từ bông Polyester cao cấp nhập khẩu 100% Hàn Quốc.<br>Vỏ được làm bằng vải Jaquard (vải gấm) có dệt hoa văn nối rất đẹp.<br>Khóa được làm từ nhựa cao cấp, tay kéo với chất liệu inox cực kì cứng chắc.<br>Đệm có độ phẳng và đàn hồi cao, giúp tuần hoàn máu tốt,không gây mệt mỏi sau khi ngủ dậy.<br>Ruột bông được làm từ các sợi bông dài và nhỏ qua quá trình ép nhiệt nên đệm có những khe hở vô cùng nhỏ giữa các sợi bông,tạo sự thông khí tốt , thoát ẩm nhanh.<br>Đệm được chia làm 3 mảnh, dễ dàng sử dụng và vệ sinh.<br>-----------------------------<br>Everon - Thương hiệu chăn ga gối nệm Hàn Quốc<br>Showroom : 243 _ Minh Cầu_ Thái Nguyên.<br>Hotline :0208 2222 841 - Zalo : 0974 179 386
				","Chăn gối nệm>  Sản Phẩm Everon>  Đệm Everon","/uploads/shops/,/uploads/shops/everon/dem-everon-vo-gam-1-600x500.jpg,/uploads/shops/,/uploads/shops/everon/dem-everon-vo-gam-1-600x500.jpg","200 x 220 x 9f","Kích thước","4.964.000 đ"
